5_fri,3x7,PickConso, 104.0,24.5,18.2,3.9
5_fri,3x7,PickAggro, 184.6,98.8,16.5,8.8
5_fri,4x6,PickRandom, 117.0,35.9,17.7,4.7
5_fri,4x6,PickShortr, 134.7,49.4,17.4,6.4
5_fri,4x6,PickLonger, 166.7,72.0,16.6,7.2
5_fri,4x6,PickConso, 110.5,29.6,18.1,4.2
5_fri,4x6,PickAggro, 179.5,71.1,17.9,7.1
5_fri,4x7,PickRandom, 140.9,49.1,20.5,5.8
5_fri,4x7,PickShortr, 165.5,56.6,21.3,7.3
5_fri,4x7,PickLonger, 274.8,128.6,24.6,11.5
5_fri,4x7,PickConso, 131.9,37.7,20.6,4.9
5_fri,4x7,PickAggro, 260.4,110.8,23.3,9.9
6_sat,3x6,PickRandom, 110.3,33.1,16.9,4.5
6_sat,3x6,PickShortr, 123.8,35.5,17.3,5.0
6_sat,3x6,PickLonger, 186.4,106.0,17.6,10.0
6_sat,3x6,PickConso, 100.0,28.6,16.4,4.3
6_sat,3x6,PickAggro, 168.0,92.6,15.9,8.7
6_sat,3x7,PickRandom, 123.8,45.8,17.9,6.1
6_sat,3x7,PickShortr, 145.7,36.8,20.3,5.1
6_sat,3x7,PickLonger, 280.3,155.6,23.9,13.3
6_sat,3x7,PickConso, 130.6,40.0,20.7,5.8
6_sat,3x7,PickAggro, 281.1,138.4,24.0,11.8
6_sat,4x6,PickRandom, 135.1,41.1,18.9,5.0
6_sat,4x6,PickShortr, 173.4,62.3,20.9,7.5
6_sat,4x6,PickLonger, 244.6,101.4,23.1,9.6
6_sat,4x6,PickConso, 137.8,40.4,20.4,5.3
6_sat,4x6,PickAggro, 227.2,100.3,21.5,9.5
6_sat,4x7,PickRandom, 160.4,57.5,21.7,6.4
6_sat,4x7,PickShortr, 198.2,60.6,23.9,7.3
6_sat,4x7,PickLonger, 375.4,184.4,32.0,15.7
6_sat,4x7,PickConso, 161.6,43.0,23.3,5.5
6_sat,4x7,PickAggro, 412.2,191.1,35.1,16.3
